,ResponseId,SetID,value,Real Price,Price Cont,PriceMin5,Price0,Price2,All RES,wind,solar,hydro,biomass,Slovak,Can Change,No change,Gender_f,Age,Income,No Income,Energy Consumption,payment_1,Region West,Region East,Household_size,Concern_1,RES_attitude_1,Know_green_provider,Providers_count,Appliance_count,Task_temp,Task_consumption,Task_appliances,Task_source,SetID_1
34,R_AmTsD13JmmjO3iV,Set6_a,1,35,2,0,0,1,1,0,0,0,0,-1,1,1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,6
35,R_AmTsD13JmmjO3iV,Set6_b,0,28,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,6
36,R_AmTsD13JmmjO3iV,Set7_a,1,38,5,-1,-1,-1,0,0,0,0,1,1,1,1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,7
37,R_AmTsD13JmmjO3iV,Set7_b,0,38,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,7
38,R_AmTsD13JmmjO3iV,Set8_a,0,38,5,-1,-1,-1,0,0,1,0,0,-1,1,1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,8
39,R_AmTsD13JmmjO3iV,Set8_b,1,35,2,0,0,1,0,1,0,0,0,1,1,-1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,8
40,R_AmTsD13JmmjO3iV,Set9_a,0,33,0,0,1,0,0,0,1,0,0,-1,-1,1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,9
41,R_AmTsD13JmmjO3iV,Set9_b,1,38,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,9
42,R_AmTsD13JmmjO3iV,Set10_a,1,35,2,0,0,1,0,0,0,1,0,1,-1,1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,10
43,R_AmTsD13JmmjO3iV,Set10_b,0,33,0,0,1,0,0,0,0,0,1,1,-1,-1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,10
44,R_AmTsD13JmmjO3iV,Set11_a,0,35,2,0,0,1,0,0,0,0,1,1,-1,1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,11
45,R_AmTsD13JmmjO3iV,Set11_b,1,33,0,0,1,0,0,0,0,1,0,-1,1,-1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,11
46,R_AmTsD13JmmjO3iV,Set12_a,1,35,2,0,0,1,1,0,0,0,0,-1,1,1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,12
47,R_AmTsD13JmmjO3iV,Set12_b,0,38,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,0,24,4,0,1,33,0,1,2,3,4,0,6,2,3,4,3,4,12
48,R_21tw9KHb0ML81SJ,Set1_a,1,6,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,1
49,R_21tw9KHb0ML81SJ,Set1_b,0,11,0,0,1,0,0,0,0,0,1,1,-1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,1
50,R_21tw9KHb0ML81SJ,Set2_a,1,6,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,2
51,R_21tw9KHb0ML81SJ,Set2_b,0,11,0,0,1,0,0,0,0,1,0,1,-1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,2
52,R_21tw9KHb0ML81SJ,Set3_a,1,16,5,-1,-1,-1,0,0,1,0,0,1,1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,3
53,R_21tw9KHb0ML81SJ,Set3_b,0,16,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,3
54,R_21tw9KHb0ML81SJ,Set4_a,0,16,5,-1,-1,-1,0,0,0,1,0,-1,1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,4
55,R_21tw9KHb0ML81SJ,Set4_b,1,16,5,-1,-1,-1,1,0,0,0,0,1,1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,4
56,R_21tw9KHb0ML81SJ,Set5_a,1,11,0,0,1,0,0,1,0,0,0,1,-1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,5
57,R_21tw9KHb0ML81SJ,Set5_b,0,6,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,5
58,R_21tw9KHb0ML81SJ,Set6_a,1,13,2,0,0,1,1,0,0,0,0,-1,1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,6
59,R_21tw9KHb0ML81SJ,Set6_b,0,6,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,6
60,R_21tw9KHb0ML81SJ,Set7_a,1,16,5,-1,-1,-1,0,0,0,0,1,1,1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,7
61,R_21tw9KHb0ML81SJ,Set7_b,0,16,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,7
62,R_21tw9KHb0ML81SJ,Set8_a,0,16,5,-1,-1,-1,0,0,1,0,0,-1,1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,8
63,R_21tw9KHb0ML81SJ,Set8_b,1,13,2,0,0,1,0,1,0,0,0,1,1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,8
64,R_21tw9KHb0ML81SJ,Set9_a,0,11,0,0,1,0,0,0,1,0,0,-1,-1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,9
65,R_21tw9KHb0ML81SJ,Set9_b,1,16,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,9
66,R_21tw9KHb0ML81SJ,Set10_a,1,13,2,0,0,1,0,0,0,1,0,1,-1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,10
67,R_21tw9KHb0ML81SJ,Set10_b,0,11,0,0,1,0,0,0,0,0,1,1,-1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,10
68,R_21tw9KHb0ML81SJ,Set11_a,0,13,2,0,0,1,0,0,0,0,1,1,-1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,11
69,R_21tw9KHb0ML81SJ,Set11_b,1,11,0,0,1,0,0,0,0,1,0,-1,1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,11
70,R_21tw9KHb0ML81SJ,Set12_a,1,13,2,0,0,1,1,0,0,0,0,-1,1,1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,12
71,R_21tw9KHb0ML81SJ,Set12_b,0,16,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,0,40,6,0,1,11,1,0,4,4,4,0,2,3,4,4,4,2,12
72,R_1fki1n2Z31QFaAq,Set1_a,1,58,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,1
73,R_1fki1n2Z31QFaAq,Set1_b,0,63,0,0,1,0,0,0,0,0,1,1,-1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,1
74,R_1fki1n2Z31QFaAq,Set2_a,1,58,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,2
75,R_1fki1n2Z31QFaAq,Set2_b,0,63,0,0,1,0,0,0,0,1,0,1,-1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,2
76,R_1fki1n2Z31QFaAq,Set3_a,0,68,5,-1,-1,-1,0,0,1,0,0,1,1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,3
77,R_1fki1n2Z31QFaAq,Set3_b,1,68,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,3
78,R_1fki1n2Z31QFaAq,Set4_a,0,68,5,-1,-1,-1,0,0,0,1,0,-1,1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,4
79,R_1fki1n2Z31QFaAq,Set4_b,1,68,5,-1,-1,-1,1,0,0,0,0,1,1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,4
80,R_1fki1n2Z31QFaAq,Set5_a,0,63,0,0,1,0,0,1,0,0,0,1,-1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,5
81,R_1fki1n2Z31QFaAq,Set5_b,1,58,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,5
82,R_1fki1n2Z31QFaAq,Set6_a,1,65,2,0,0,1,1,0,0,0,0,-1,1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,6
83,R_1fki1n2Z31QFaAq,Set6_b,0,58,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,6
84,R_1fki1n2Z31QFaAq,Set7_a,1,68,5,-1,-1,-1,0,0,0,0,1,1,1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,7
85,R_1fki1n2Z31QFaAq,Set7_b,0,68,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,7
86,R_1fki1n2Z31QFaAq,Set8_a,0,68,5,-1,-1,-1,0,0,1,0,0,-1,1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,8
87,R_1fki1n2Z31QFaAq,Set8_b,1,65,2,0,0,1,0,1,0,0,0,1,1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,8
88,R_1fki1n2Z31QFaAq,Set9_a,0,63,0,0,1,0,0,0,1,0,0,-1,-1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,9
89,R_1fki1n2Z31QFaAq,Set9_b,1,68,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,9
90,R_1fki1n2Z31QFaAq,Set10_a,1,65,2,0,0,1,0,0,0,1,0,1,-1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,10
91,R_1fki1n2Z31QFaAq,Set10_b,0,63,0,0,1,0,0,0,0,0,1,1,-1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,10
92,R_1fki1n2Z31QFaAq,Set11_a,0,65,2,0,0,1,0,0,0,0,1,1,-1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,11
93,R_1fki1n2Z31QFaAq,Set11_b,1,63,0,0,1,0,0,0,0,1,0,-1,1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,11
94,R_1fki1n2Z31QFaAq,Set12_a,1,65,2,0,0,1,1,0,0,0,0,-1,1,1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,12
95,R_1fki1n2Z31QFaAq,Set12_b,0,68,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,0,35,5,0,1,63,1,0,4,3,4,0,3,1,1,4,4,4,12
96,R_3En9cfWxVnHUMwl,Set1_a,1,75,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,1
97,R_3En9cfWxVnHUMwl,Set1_b,0,80,0,0,1,0,0,0,0,0,1,1,-1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,1
98,R_3En9cfWxVnHUMwl,Set2_a,1,75,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,2
99,R_3En9cfWxVnHUMwl,Set2_b,0,80,0,0,1,0,0,0,0,1,0,1,-1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,2
100,R_3En9cfWxVnHUMwl,Set3_a,1,85,5,-1,-1,-1,0,0,1,0,0,1,1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,3
101,R_3En9cfWxVnHUMwl,Set3_b,0,85,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,3
102,R_3En9cfWxVnHUMwl,Set4_a,0,85,5,-1,-1,-1,0,0,0,1,0,-1,1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,4
103,R_3En9cfWxVnHUMwl,Set4_b,1,85,5,-1,-1,-1,1,0,0,0,0,1,1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,4
104,R_3En9cfWxVnHUMwl,Set5_a,1,80,0,0,1,0,0,1,0,0,0,1,-1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,5
105,R_3En9cfWxVnHUMwl,Set5_b,0,75,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,5
106,R_3En9cfWxVnHUMwl,Set6_a,0,82,2,0,0,1,1,0,0,0,0,-1,1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,6
107,R_3En9cfWxVnHUMwl,Set6_b,1,75,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,6
108,R_3En9cfWxVnHUMwl,Set7_a,1,85,5,-1,-1,-1,0,0,0,0,1,1,1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,7
109,R_3En9cfWxVnHUMwl,Set7_b,0,85,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,7
110,R_3En9cfWxVnHUMwl,Set8_a,1,85,5,-1,-1,-1,0,0,1,0,0,-1,1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,8
111,R_3En9cfWxVnHUMwl,Set8_b,0,82,2,0,0,1,0,1,0,0,0,1,1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,8
112,R_3En9cfWxVnHUMwl,Set9_a,0,80,0,0,1,0,0,0,1,0,0,-1,-1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,9
113,R_3En9cfWxVnHUMwl,Set9_b,1,85,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,9
114,R_3En9cfWxVnHUMwl,Set10_a,1,82,2,0,0,1,0,0,0,1,0,1,-1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,10
115,R_3En9cfWxVnHUMwl,Set10_b,0,80,0,0,1,0,0,0,0,0,1,1,-1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,10
116,R_3En9cfWxVnHUMwl,Set11_a,1,82,2,0,0,1,0,0,0,0,1,1,-1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,11
117,R_3En9cfWxVnHUMwl,Set11_b,0,80,0,0,1,0,0,0,0,1,0,-1,1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,11
118,R_3En9cfWxVnHUMwl,Set12_a,1,82,2,0,0,1,1,0,0,0,0,-1,1,1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,12
119,R_3En9cfWxVnHUMwl,Set12_b,0,85,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,0,25,5,0,1,80,1,0,4,2,4,0,2,3,2,4,2,1,12
120,R_10w0arken0yjyiE,Set1_a,1,44,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,1
121,R_10w0arken0yjyiE,Set1_b,0,49,0,0,1,0,0,0,0,0,1,1,-1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,1
122,R_10w0arken0yjyiE,Set2_a,1,44,-5,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,2
123,R_10w0arken0yjyiE,Set2_b,0,49,0,0,1,0,0,0,0,1,0,1,-1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,2
124,R_10w0arken0yjyiE,Set3_a,1,54,5,-1,-1,-1,0,0,1,0,0,1,1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,3
125,R_10w0arken0yjyiE,Set3_b,0,54,5,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,3
126,R_10w0arken0yjyiE,Set4_a,0,54,5,-1,-1,-1,0,0,0,1,0,-1,1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,4
127,R_10w0arken0yjyiE,Set4_b,1,54,5,-1,-1,-1,1,0,0,0,0,1,1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,4
128,R_10w0arken0yjyiE,Set5_a,1,49,0,0,1,0,0,1,0,0,0,1,-1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,5
129,R_10w0arken0yjyiE,Set5_b,0,44,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,5
130,R_10w0arken0yjyiE,Set6_a,1,51,2,0,0,1,1,0,0,0,0,-1,1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,6
131,R_10w0arken0yjyiE,Set6_b,0,44,-5,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,6
132,R_10w0arken0yjyiE,Set7_a,1,54,5,-1,-1,-1,0,0,0,0,1,1,1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,7
133,R_10w0arken0yjyiE,Set7_b,0,54,5,-1,-1,-1,0,0,1,0,0,1,-1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,7
134,R_10w0arken0yjyiE,Set8_a,0,54,5,-1,-1,-1,0,0,1,0,0,-1,1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,8
135,R_10w0arken0yjyiE,Set8_b,1,51,2,0,0,1,0,1,0,0,0,1,1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,8
136,R_10w0arken0yjyiE,Set9_a,1,49,0,0,1,0,0,0,1,0,0,-1,-1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,9
137,R_10w0arken0yjyiE,Set9_b,0,54,5,-1,-1,-1,1,0,0,0,0,-1,1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,9
138,R_10w0arken0yjyiE,Set10_a,1,51,2,0,0,1,0,0,0,1,0,1,-1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,10
139,R_10w0arken0yjyiE,Set10_b,0,49,0,0,1,0,0,0,0,0,1,1,-1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,10
140,R_10w0arken0yjyiE,Set11_a,0,51,2,0,0,1,0,0,0,0,1,1,-1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,11
141,R_10w0arken0yjyiE,Set11_b,1,49,0,0,1,0,0,0,0,1,0,-1,1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,11
142,R_10w0arken0yjyiE,Set12_a,1,51,2,0,0,1,1,0,0,0,0,-1,1,1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,12
143,R_10w0arken0yjyiE,Set12_b,0,54,5,-1,-1,-1,0,1,0,0,0,1,-1,-1,0,39,6,0,0,49,1,0,2,4,4,0,5,4,3,5,5,4,12
