,ResponseId,value diff,Real Price diff,All RES diff,wind diff,solar diff,hydro diff,biomass diff,Slovak diff,Can Change diff,No change diff,Gender_f,Age,Income,No Income,Energy Consumption,Region West,Region East,Household_size,Concern_1,RES_attitude_1,Know_green_provider,Providers_count,Appliance_count,Task_temp,Task_consumption,Task_appliances,Task_source
27,R_21tw9KHb0ML81SJ,0,0,-1,0,0,1,0,-2,0,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
28,R_21tw9KHb0ML81SJ,1,5,1,2,1,1,1,0,0,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
29,R_21tw9KHb0ML81SJ,1,7,2,1,1,1,1,-2,2,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
30,R_21tw9KHb0ML81SJ,1,0,0,0,-1,0,1,0,2,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
31,R_21tw9KHb0ML81SJ,0,3,0,-1,1,0,0,-2,0,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
32,R_21tw9KHb0ML81SJ,0,-5,-1,0,1,0,0,0,-2,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
33,R_21tw9KHb0ML81SJ,1,2,0,0,0,1,-1,0,0,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
34,R_21tw9KHb0ML81SJ,0,2,0,0,0,-1,1,2,-2,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
35,R_21tw9KHb0ML81SJ,1,-3,1,-1,0,0,0,-2,2,2,0,40,6,0,1,1,0,4,4,4,0,2,3,4,4,4,2
36,R_1fki1n2Z31QFaAq,1,-5,-1,-1,-1,-1,-2,-2,2,-2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
37,R_1fki1n2Z31QFaAq,1,-5,-1,-1,-1,-2,-1,-2,2,-2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
38,R_1fki1n2Z31QFaAq,0,0,-1,0,1,0,0,2,2,-2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
39,R_1fki1n2Z31QFaAq,0,0,-1,0,0,1,0,-2,0,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
40,R_1fki1n2Z31QFaAq,0,5,1,2,1,1,1,0,0,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
41,R_1fki1n2Z31QFaAq,1,7,2,1,1,1,1,-2,2,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
42,R_1fki1n2Z31QFaAq,1,0,0,0,-1,0,1,0,2,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
43,R_1fki1n2Z31QFaAq,0,3,0,-1,1,0,0,-2,0,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
44,R_1fki1n2Z31QFaAq,0,-5,-1,0,1,0,0,0,-2,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
45,R_1fki1n2Z31QFaAq,1,2,0,0,0,1,-1,0,0,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
46,R_1fki1n2Z31QFaAq,0,2,0,0,0,-1,1,2,-2,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
47,R_1fki1n2Z31QFaAq,1,-3,1,-1,0,0,0,-2,2,2,0,35,5,0,1,1,0,4,3,4,0,3,1,1,4,4,4
48,R_3En9cfWxVnHUMwl,1,-5,-1,-1,-1,-1,-2,-2,2,-2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
49,R_3En9cfWxVnHUMwl,1,-5,-1,-1,-1,-2,-1,-2,2,-2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
50,R_3En9cfWxVnHUMwl,1,0,-1,0,1,0,0,2,2,-2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
51,R_3En9cfWxVnHUMwl,0,0,-1,0,0,1,0,-2,0,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
52,R_3En9cfWxVnHUMwl,1,5,1,2,1,1,1,0,0,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
53,R_3En9cfWxVnHUMwl,0,7,2,1,1,1,1,-2,2,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
54,R_3En9cfWxVnHUMwl,1,0,0,0,-1,0,1,0,2,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
55,R_3En9cfWxVnHUMwl,1,3,0,-1,1,0,0,-2,0,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
56,R_3En9cfWxVnHUMwl,0,-5,-1,0,1,0,0,0,-2,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
57,R_3En9cfWxVnHUMwl,1,2,0,0,0,1,-1,0,0,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
58,R_3En9cfWxVnHUMwl,1,2,0,0,0,-1,1,2,-2,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
59,R_3En9cfWxVnHUMwl,1,-3,1,-1,0,0,0,-2,2,2,0,25,5,0,1,1,0,4,2,4,0,2,3,2,4,2,1
60,R_10w0arken0yjyiE,1,-5,-1,-1,-1,-1,-2,-2,2,-2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
61,R_10w0arken0yjyiE,1,-5,-1,-1,-1,-2,-1,-2,2,-2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
62,R_10w0arken0yjyiE,1,0,-1,0,1,0,0,2,2,-2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
63,R_10w0arken0yjyiE,0,0,-1,0,0,1,0,-2,0,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
64,R_10w0arken0yjyiE,1,5,1,2,1,1,1,0,0,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
65,R_10w0arken0yjyiE,1,7,2,1,1,1,1,-2,2,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
66,R_10w0arken0yjyiE,1,0,0,0,-1,0,1,0,2,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
67,R_10w0arken0yjyiE,0,3,0,-1,1,0,0,-2,0,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
68,R_10w0arken0yjyiE,1,-5,-1,0,1,0,0,0,-2,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
69,R_10w0arken0yjyiE,1,2,0,0,0,1,-1,0,0,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
70,R_10w0arken0yjyiE,0,2,0,0,0,-1,1,2,-2,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
71,R_10w0arken0yjyiE,1,-3,1,-1,0,0,0,-2,2,2,0,39,6,0,0,1,0,2,4,4,0,5,4,3,5,5,4
72,R_3Echvqpx2Mcgyjj,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
73,R_3Echvqpx2Mcgyjj,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
74,R_3Echvqpx2Mcgyjj,1,0,-1,0,1,0,0,2,2,-2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
75,R_3Echvqpx2Mcgyjj,0,0,-1,0,0,1,0,-2,0,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
76,R_3Echvqpx2Mcgyjj,1,5,1,2,1,1,1,0,0,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
77,R_3Echvqpx2Mcgyjj,1,7,2,1,1,1,1,-2,2,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
78,R_3Echvqpx2Mcgyjj,1,0,0,0,-1,0,1,0,2,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
79,R_3Echvqpx2Mcgyjj,1,3,0,-1,1,0,0,-2,0,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
80,R_3Echvqpx2Mcgyjj,1,-5,-1,0,1,0,0,0,-2,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
81,R_3Echvqpx2Mcgyjj,1,2,0,0,0,1,-1,0,0,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
82,R_3Echvqpx2Mcgyjj,0,2,0,0,0,-1,1,2,-2,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
83,R_3Echvqpx2Mcgyjj,1,-3,1,-1,0,0,0,-2,2,2,0,23,6,0,0,1,0,3,4,5,0,5,5,5,1,5,3
84,R_3e4RzoYpyOT7G5r,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
85,R_3e4RzoYpyOT7G5r,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
86,R_3e4RzoYpyOT7G5r,1,0,-1,0,1,0,0,2,2,-2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
87,R_3e4RzoYpyOT7G5r,1,0,-1,0,0,1,0,-2,0,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
88,R_3e4RzoYpyOT7G5r,1,5,1,2,1,1,1,0,0,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
89,R_3e4RzoYpyOT7G5r,0,7,2,1,1,1,1,-2,2,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
90,R_3e4RzoYpyOT7G5r,0,0,0,0,-1,0,1,0,2,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
91,R_3e4RzoYpyOT7G5r,1,3,0,-1,1,0,0,-2,0,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
92,R_3e4RzoYpyOT7G5r,1,-5,-1,0,1,0,0,0,-2,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
93,R_3e4RzoYpyOT7G5r,1,2,0,0,0,1,-1,0,0,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
94,R_3e4RzoYpyOT7G5r,1,2,0,0,0,-1,1,2,-2,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
95,R_3e4RzoYpyOT7G5r,0,-3,1,-1,0,0,0,-2,2,2,0,24,5,0,0,1,0,2,4,5,1,6,3,3,4,4,1
96,R_WfIQ2lp0BvRxXkl,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
97,R_WfIQ2lp0BvRxXkl,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
98,R_WfIQ2lp0BvRxXkl,1,0,-1,0,1,0,0,2,2,-2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
99,R_WfIQ2lp0BvRxXkl,0,0,-1,0,0,1,0,-2,0,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
100,R_WfIQ2lp0BvRxXkl,1,5,1,2,1,1,1,0,0,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
101,R_WfIQ2lp0BvRxXkl,1,7,2,1,1,1,1,-2,2,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
102,R_WfIQ2lp0BvRxXkl,1,0,0,0,-1,0,1,0,2,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
103,R_WfIQ2lp0BvRxXkl,1,3,0,-1,1,0,0,-2,0,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
104,R_WfIQ2lp0BvRxXkl,1,-5,-1,0,1,0,0,0,-2,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
105,R_WfIQ2lp0BvRxXkl,1,2,0,0,0,1,-1,0,0,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
106,R_WfIQ2lp0BvRxXkl,1,2,0,0,0,-1,1,2,-2,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
107,R_WfIQ2lp0BvRxXkl,1,-3,1,-1,0,0,0,-2,2,2,0,25,3,0,1,1,0,2,3,4,0,5,3,1,5,4,2
108,R_9Nqo22UZnseRDAR,1,-5,-1,-1,-1,-1,-2,-2,2,-2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
109,R_9Nqo22UZnseRDAR,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
110,R_9Nqo22UZnseRDAR,1,0,-1,0,1,0,0,2,2,-2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
111,R_9Nqo22UZnseRDAR,0,0,-1,0,0,1,0,-2,0,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
112,R_9Nqo22UZnseRDAR,1,5,1,2,1,1,1,0,0,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
113,R_9Nqo22UZnseRDAR,1,7,2,1,1,1,1,-2,2,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
114,R_9Nqo22UZnseRDAR,0,0,0,0,-1,0,1,0,2,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
115,R_9Nqo22UZnseRDAR,1,3,0,-1,1,0,0,-2,0,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
116,R_9Nqo22UZnseRDAR,1,-5,-1,0,1,0,0,0,-2,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
117,R_9Nqo22UZnseRDAR,1,2,0,0,0,1,-1,0,0,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
118,R_9Nqo22UZnseRDAR,0,2,0,0,0,-1,1,2,-2,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
119,R_9Nqo22UZnseRDAR,1,-3,1,-1,0,0,0,-2,2,2,0,23,2,0,0,1,0,4,4,4,0,3,3,5,5,2,3
120,R_2xzQhVGmqgiS5v8,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
121,R_2xzQhVGmqgiS5v8,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
122,R_2xzQhVGmqgiS5v8,0,0,-1,0,1,0,0,2,2,-2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
123,R_2xzQhVGmqgiS5v8,1,0,-1,0,0,1,0,-2,0,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
124,R_2xzQhVGmqgiS5v8,0,5,1,2,1,1,1,0,0,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
125,R_2xzQhVGmqgiS5v8,0,7,2,1,1,1,1,-2,2,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
126,R_2xzQhVGmqgiS5v8,0,0,0,0,-1,0,1,0,2,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
127,R_2xzQhVGmqgiS5v8,0,3,0,-1,1,0,0,-2,0,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
128,R_2xzQhVGmqgiS5v8,1,-5,-1,0,1,0,0,0,-2,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
129,R_2xzQhVGmqgiS5v8,0,2,0,0,0,1,-1,0,0,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
130,R_2xzQhVGmqgiS5v8,1,2,0,0,0,-1,1,2,-2,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
131,R_2xzQhVGmqgiS5v8,0,-3,1,-1,0,0,0,-2,2,2,0,38,0,1,1,0,0,3,4,4,0,5,3,3,4,5,4
132,R_1NE0ja1MHuGSQlj,1,-5,-1,-1,-1,-1,-2,-2,2,-2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
133,R_1NE0ja1MHuGSQlj,1,-5,-1,-1,-1,-2,-1,-2,2,-2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
134,R_1NE0ja1MHuGSQlj,0,0,-1,0,1,0,0,2,2,-2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
135,R_1NE0ja1MHuGSQlj,0,0,-1,0,0,1,0,-2,0,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
136,R_1NE0ja1MHuGSQlj,0,5,1,2,1,1,1,0,0,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
137,R_1NE0ja1MHuGSQlj,0,7,2,1,1,1,1,-2,2,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
138,R_1NE0ja1MHuGSQlj,1,0,0,0,-1,0,1,0,2,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
139,R_1NE0ja1MHuGSQlj,0,3,0,-1,1,0,0,-2,0,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
140,R_1NE0ja1MHuGSQlj,1,-5,-1,0,1,0,0,0,-2,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
141,R_1NE0ja1MHuGSQlj,0,2,0,0,0,1,-1,0,0,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
142,R_1NE0ja1MHuGSQlj,0,2,0,0,0,-1,1,2,-2,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
143,R_1NE0ja1MHuGSQlj,1,-3,1,-1,0,0,0,-2,2,2,0,24,5,0,1,0,0,5,1,2,0,4,4,2,2,3,1
144,R_1rf938GpF3hZSxE,1,-5,-1,-1,-1,-1,-2,-2,2,-2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
145,R_1rf938GpF3hZSxE,1,-5,-1,-1,-1,-2,-1,-2,2,-2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
146,R_1rf938GpF3hZSxE,1,0,-1,0,1,0,0,2,2,-2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
147,R_1rf938GpF3hZSxE,0,0,-1,0,0,1,0,-2,0,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
148,R_1rf938GpF3hZSxE,0,5,1,2,1,1,1,0,0,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
149,R_1rf938GpF3hZSxE,0,7,2,1,1,1,1,-2,2,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
150,R_1rf938GpF3hZSxE,1,0,0,0,-1,0,1,0,2,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
151,R_1rf938GpF3hZSxE,0,3,0,-1,1,0,0,-2,0,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
152,R_1rf938GpF3hZSxE,1,-5,-1,0,1,0,0,0,-2,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
153,R_1rf938GpF3hZSxE,0,2,0,0,0,1,-1,0,0,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
154,R_1rf938GpF3hZSxE,0,2,0,0,0,-1,1,2,-2,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
155,R_1rf938GpF3hZSxE,1,-3,1,-1,0,0,0,-2,2,2,0,29,3,0,1,0,1,2,3,4,0,5,5,2,3,4,1
156,R_3HjKSUgxhrrAKla,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
157,R_3HjKSUgxhrrAKla,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
158,R_3HjKSUgxhrrAKla,0,0,-1,0,1,0,0,2,2,-2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
159,R_3HjKSUgxhrrAKla,0,0,-1,0,0,1,0,-2,0,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
160,R_3HjKSUgxhrrAKla,0,5,1,2,1,1,1,0,0,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
161,R_3HjKSUgxhrrAKla,1,7,2,1,1,1,1,-2,2,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
162,R_3HjKSUgxhrrAKla,0,0,0,0,-1,0,1,0,2,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
163,R_3HjKSUgxhrrAKla,1,3,0,-1,1,0,0,-2,0,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
164,R_3HjKSUgxhrrAKla,0,-5,-1,0,1,0,0,0,-2,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
165,R_3HjKSUgxhrrAKla,0,2,0,0,0,1,-1,0,0,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
166,R_3HjKSUgxhrrAKla,0,2,0,0,0,-1,1,2,-2,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
167,R_3HjKSUgxhrrAKla,1,-3,1,-1,0,0,0,-2,2,2,0,33,5,0,0,1,0,3,3,5,0,6,7,4,2,4,2
168,R_2TRywqrt99hmIIB,0,-5,-1,-1,-1,-1,-2,-2,2,-2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
169,R_2TRywqrt99hmIIB,0,-5,-1,-1,-1,-2,-1,-2,2,-2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
170,R_2TRywqrt99hmIIB,1,0,-1,0,1,0,0,2,2,-2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
171,R_2TRywqrt99hmIIB,0,0,-1,0,0,1,0,-2,0,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
172,R_2TRywqrt99hmIIB,1,5,1,2,1,1,1,0,0,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
173,R_2TRywqrt99hmIIB,1,7,2,1,1,1,1,-2,2,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
174,R_2TRywqrt99hmIIB,1,0,0,0,-1,0,1,0,2,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
175,R_2TRywqrt99hmIIB,0,3,0,-1,1,0,0,-2,0,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
176,R_2TRywqrt99hmIIB,1,-5,-1,0,1,0,0,0,-2,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
177,R_2TRywqrt99hmIIB,1,2,0,0,0,1,-1,0,0,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
178,R_2TRywqrt99hmIIB,1,2,0,0,0,-1,1,2,-2,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
179,R_2TRywqrt99hmIIB,0,-3,1,-1,0,0,0,-2,2,2,0,28,3,0,0,0,1,3,4,3,0,1,5,5,4,3,2
